id_nilai,id_krs,nilai_angka,nilai_huruf,bobot_nilai,ip_semester,ipk_kumulatif,tgl_input
42156,42156,67.81,B-,2.7,2.7,3.07,2026-05-26
42157,42157,78.49,B+,3.3,3.0,3.08,2026-05-26
42158,42158,70.11,B,3.0,3.0,3.08,2026-05-26
42159,42159,62.32,C+,2.3,2.82,3.05,2026-05-26
42160,42160,56.39,C,2.0,2.55,2.99,2026-05-26
42161,42161,11.64,E,0.0,0.0,0.0,2026-05-26
42162,42162,80.84,A-,3.7,1.85,1.85,2026-05-26
42163,42163,70.88,B,3.0,2.31,2.31,2026-05-26
42164,42164,70.05,B,3.0,2.47,2.47,2026-05-26
42165,42165,63.76,C+,2.3,2.44,2.44,2026-05-26
42166,42166,66.78,B-,2.7,2.7,2.48,2026-05-26
42167,42167,80.28,A-,3.7,3.2,2.65,2026-05-26
42168,42168,60.59,C+,2.3,2.9,2.6,2026-05-26
42169,42169,85.19,A,4.0,3.18,2.75,2026-05-26
42170,42170,70.6,B,3.0,3.14,2.78,2026-05-26
42171,42171,65.67,B-,2.7,3.07,2.77,2026-05-26
42172,42172,21.53,E,0.0,2.63,2.55,2026-05-26
42173,42173,72.68,B,3.0,3.0,2.58,2026-05-26
42174,42174,52.01,D,1.0,2.0,2.47,2026-05-26
42175,42175,82.5,A-,3.7,2.57,2.55,2026-05-26
42176,42176,76.0,B+,3.3,2.75,2.6,2026-05-26
42177,42177,66.97,B-,2.7,2.74,2.6,2026-05-26
42178,42178,78.79,B+,3.3,2.83,2.64,2026-05-26
42179,42179,66.03,B-,2.7,2.81,2.64,2026-05-26
42180,42180,68.25,B-,2.7,2.7,2.65,2026-05-26
42181,42181,90.5,A,4.0,3.35,2.71,2026-05-26
42182,42182,61.08,C+,2.3,3.0,2.69,2026-05-26
42183,42183,78.37,B+,3.3,3.07,2.72,2026-05-26
42184,42184,76.21,B+,3.3,3.12,2.74,2026-05-26
42185,42185,77.64,B+,3.3,3.15,2.76,2026-05-26
42186,42186,80.85,A-,3.7,3.7,2.8,2026-05-26
42187,42187,78.97,B+,3.3,3.5,2.82,2026-05-26
42188,42188,65.5,B-,2.7,3.23,2.81,2026-05-26
42189,42189,63.72,C+,2.3,3.0,2.8,2026-05-26
42190,42190,51.14,D,1.0,2.6,2.74,2026-05-26
42191,42191,71.96,B,3.0,2.67,2.74,2026-05-26
42192,42192,83.26,A-,3.7,2.81,2.77,2026-05-26
42193,42193,58.04,C,2.0,2.0,2.75,2026-05-26
42194,42194,47.93,D,1.0,1.5,2.7,2026-05-26
42195,42195,53.7,D,1.0,1.33,2.65,2026-05-26
42196,42196,67.47,B-,2.7,1.68,2.65,2026-05-26
42197,42197,66.2,B-,2.7,1.88,2.65,2026-05-26
42198,42198,81.19,A-,3.7,3.7,2.68,2026-05-26
42199,42199,93.67,A,4.0,3.85,2.72,2026-05-26
42200,42200,71.49,B,3.0,3.51,2.72,2026-05-26
42201,42201,38.39,E,0.0,2.7,2.66,2026-05-26
42202,42202,21.0,E,0.0,2.19,2.6,2026-05-26
42203,42203,72.9,B,3.0,2.32,2.61,2026-05-26
42204,42204,52.16,D,1.0,1.0,2.57,2026-05-26
42205,42205,77.4,B+,3.3,2.15,2.59,2026-05-26
42206,42206,65.18,B-,2.7,2.37,2.59,2026-05-26
42207,42207,65.55,B-,2.7,2.45,2.59,2026-05-26
42208,42208,57.35,C,2.0,2.36,2.58,2026-05-26
42209,42209,60.75,C+,2.3,2.3,2.3,2026-05-26
42210,42210,81.21,A-,3.7,3.0,3.0,2026-05-26
42211,42211,82.02,A-,3.7,3.23,3.23,2026-05-26
42212,42212,85.6,A,4.0,3.43,3.43,2026-05-26
42213,42213,65.26,B-,2.7,3.28,3.28,2026-05-26
42214,42214,73.89,B,3.0,3.23,3.23,2026-05-26
42215,42215,81.9,A-,3.7,3.7,3.3,2026-05-26
42216,42216,86.46,A,4.0,3.85,3.39,2026-05-26
42217,42217,58.47,C,2.0,3.23,3.23,2026-05-26
42218,42218,38.61,E,0.0,1.94,2.65,2026-05-26
42219,42219,88.2,A,4.0,2.28,2.76,2026-05-26
42220,42220,82.85,A-,3.7,2.49,2.83,2026-05-26
42221,42221,66.74,B-,2.7,2.51,2.82,2026-05-26
42222,42222,65.45,B-,2.7,2.7,2.7,2026-05-26
42223,42223,31.91,E,0.0,1.35,1.35,2026-05-26
42224,42224,65.09,B-,2.7,1.8,1.8,2026-05-26
42225,42225,76.66,B+,3.3,2.18,2.18,2026-05-26
42226,42226,80.33,A-,3.7,2.48,2.48,2026-05-26
42227,42227,66.71,B-,2.7,2.52,2.52,2026-05-26
42228,42228,67.27,B-,2.7,2.7,2.54,2026-05-26
42229,42229,83.35,A-,3.7,3.2,2.69,2026-05-26
42230,42230,66.03,B-,2.7,3.03,2.69,2026-05-26
42231,42231,89.19,A,4.0,3.28,2.82,2026-05-26
42232,42232,75.65,B+,3.3,3.28,2.86,2026-05-26
42233,42233,55.22,C,2.0,3.07,2.79,2026-05-26
42234,42234,55.91,C,2.0,2.91,2.73,2026-05-26
42235,42235,93.97,A,4.0,4.0,2.82,2026-05-26
42236,42236,70.08,B,3.0,3.6,2.83,2026-05-26
42237,42237,88.57,A,4.0,3.75,2.9,2026-05-26
42238,42238,60.46,C+,2.3,3.35,2.87,2026-05-26
42239,42239,68.91,B-,2.7,3.21,2.86,2026-05-26
42240,42240,57.83,C,2.0,3.0,2.81,2026-05-26
42241,42241,71.38,B,3.0,3.0,2.82,2026-05-26
42242,42242,71.54,B,3.0,3.0,2.84,2026-05-26
42243,42243,98.33,A,4.0,3.33,2.89,2026-05-26
42244,42244,66.49,B-,2.7,3.18,2.88,2026-05-26
42245,42245,73.28,B,3.0,3.15,2.88,2026-05-26
42246,42246,62.34,C+,2.3,3.0,2.86,2026-05-26
42247,42247,70.91,B,3.0,3.0,2.87,2026-05-26
42248,42248,70.2,B,3.0,3.0,3.0,2026-05-26
42249,42249,87.19,A,4.0,3.6,3.6,2026-05-26
42250,42250,82.34,A-,3.7,3.64,3.64,2026-05-26
42251,42251,73.12,B,3.0,3.46,3.46,2026-05-26
42252,42252,65.06,B-,2.7,3.3,3.3,2026-05-26
42253,42253,49.69,D,1.0,1.0,2.89,2026-05-26
42254,42254,82.64,A-,3.7,2.35,3.02,2026-05-26
42255,42255,83.35,A-,3.7,2.8,3.1,2026-05-26
42256,42256,70.12,B,3.0,2.85,3.09,2026-05-26
42257,42257,75.1,B+,3.3,2.94,3.11,2026-05-26
42258,42258,72.1,B,3.0,3.0,3.0,2026-05-26
42259,42259,78.84,B+,3.3,3.17,3.17,2026-05-26
42260,42260,81.0,A-,3.7,3.33,3.33,2026-05-26
42261,42261,77.16,B+,3.3,3.32,3.32,2026-05-26
42262,42262,82.2,A-,3.7,3.39,3.39,2026-05-26
42263,42263,77.75,B+,3.3,3.38,3.38,2026-05-26
42264,42264,97.84,A,4.0,4.0,3.46,2026-05-26
42265,42265,70.65,B,3.0,3.5,3.41,2026-05-26
42266,42266,78.98,B+,3.3,3.43,3.4,2026-05-26
42267,42267,73.86,B,3.0,3.32,3.36,2026-05-26
42268,42268,66.97,B-,2.7,3.2,3.3,2026-05-26
42269,42269,70.1,B,3.0,3.0,3.28,2026-05-26
42270,42270,65.83,B-,2.7,2.85,3.23,2026-05-26
42271,42271,62.02,C+,2.3,2.67,3.17,2026-05-26
42272,42272,55.84,C,2.0,2.5,3.09,2026-05-26
42273,42273,95.48,A,4.0,2.8,3.15,2026-05-26
42274,42274,77.12,B+,3.3,2.86,3.15,2026-05-26
42275,42275,81.3,A-,3.7,3.7,3.7,2026-05-26
42276,42276,83.11,A-,3.7,3.7,3.7,2026-05-26
42277,42277,77.16,B+,3.3,3.6,3.6,2026-05-26
42278,42278,83.98,A-,3.7,3.62,3.62,2026-05-26
42279,42279,78.87,B+,3.3,3.57,3.57,2026-05-26
42280,42280,82.92,A-,3.7,3.59,3.59,2026-05-26
42281,42281,68.63,B-,2.7,2.7,3.48,2026-05-26
42282,42282,66.12,B-,2.7,2.7,3.39,2026-05-26
42283,42283,90.89,A,4.0,3.13,3.45,2026-05-26
42284,42284,58.25,C,2.0,2.85,3.32,2026-05-26
42285,42285,25.27,E,0.0,2.28,3.04,2026-05-26
42286,42286,71.84,B,3.0,3.0,3.04,2026-05-26
42287,42287,81.49,A-,3.7,3.35,3.09,2026-05-26
42288,42288,83.08,A-,3.7,3.47,3.13,2026-05-26
42289,42289,66.75,B-,2.7,3.28,3.1,2026-05-26
42290,42290,70.76,B,3.0,3.24,3.1,2026-05-26
42291,42291,70.39,B,3.0,3.0,3.09,2026-05-26
42292,42292,72.72,B,3.0,3.0,3.09,2026-05-26
42293,42293,73.94,B,3.0,3.0,3.08,2026-05-26
42294,42294,66.16,B-,2.7,2.92,3.06,2026-05-26
42295,42295,76.37,B+,3.3,3.0,3.07,2026-05-26
42296,42296,78.45,B+,3.3,3.05,3.09,2026-05-26
42297,42297,68.98,B-,2.7,3.0,3.07,2026-05-26
42298,42298,97.62,A,4.0,4.0,4.0,2026-05-26
42299,42299,61.65,C+,2.3,3.32,3.32,2026-05-26
42300,42300,62.78,C+,2.3,2.87,2.87,2026-05-26
42301,42301,62.59,C+,2.3,2.72,2.73,2026-05-26
42302,42302,73.32,B,3.0,2.78,2.78,2026-05-26
42303,42303,91.12,A,4.0,4.0,2.98,2026-05-26
42304,42304,75.65,B+,3.3,3.65,3.03,2026-05-26
42305,42305,66.45,B-,2.7,3.33,2.99,2026-05-26
42306,42306,83.94,A-,3.7,3.43,3.07,2026-05-26
42307,42307,76.75,B+,3.3,3.41,3.08,2026-05-26
42308,42308,82.19,A-,3.7,3.7,3.14,2026-05-26
42309,42309,78.39,B+,3.3,3.54,3.15,2026-05-26
42310,42310,86.91,A,4.0,3.71,3.22,2026-05-26
42311,42311,62.88,C+,2.3,3.33,3.15,2026-05-26
42312,42312,87.61,A,4.0,3.47,3.21,2026-05-26
42313,42313,80.73,A-,3.7,3.52,3.25,2026-05-26
42314,42314,51.23,D,1.0,1.0,1.0,2026-05-26
42315,42315,70.93,B,3.0,2.0,2.0,2026-05-26
42316,42316,67.08,B-,2.7,2.23,2.23,2026-05-26
42317,42317,98.87,A,4.0,2.68,2.68,2026-05-26
42318,42318,68.41,B-,2.7,2.68,2.68,2026-05-26
42319,42319,78.97,B+,3.3,3.3,2.75,2026-05-26
42320,42320,75.69,B+,3.3,3.3,2.83,2026-05-26
42321,42321,76.13,B+,3.3,3.3,2.9,2026-05-26
42322,42322,72.88,B,3.0,3.22,2.91,2026-05-26
42323,42323,70.47,B,3.0,3.17,2.92,2026-05-26
42324,42324,65.67,B-,2.7,3.09,2.9,2026-05-26
42325,42325,67.53,B-,2.7,2.7,2.88,2026-05-26
42326,42326,72.71,B,3.0,2.85,2.89,2026-05-26
42327,42327,94.71,A,4.0,3.23,2.97,2026-05-26
42328,42328,94.89,A,4.0,3.43,3.04,2026-05-26
42329,42329,77.55,B+,3.3,3.4,3.06,2026-05-26
42330,42330,68.93,B-,2.7,3.28,3.04,2026-05-26
42331,42331,93.55,A,4.0,3.39,3.09,2026-05-26
42332,42332,61.28,C+,2.3,2.3,3.04,2026-05-26
42333,42333,73.36,B,3.0,2.6,3.03,2026-05-26
42334,42334,83.72,A-,3.7,2.93,3.07,2026-05-26
42335,42335,83.41,A-,3.7,3.11,3.09,2026-05-26
42336,42336,86.0,A,4.0,3.28,3.13,2026-05-26
42337,42337,62.99,C+,2.3,3.12,3.1,2026-05-26
42338,42338,78.37,B+,3.3,3.15,3.11,2026-05-26
42339,42339,82.82,A-,3.7,3.7,3.13,2026-05-26
42340,42340,68.35,B-,2.7,3.03,3.1,2026-05-26
42341,42341,77.41,B+,3.3,3.1,3.11,2026-05-26
42342,42342,67.32,B-,2.7,3.0,3.09,2026-05-26
42343,42343,76.34,B+,3.3,3.03,3.09,2026-05-26
42344,42344,86.3,A,4.0,3.17,3.12,2026-05-26
42345,42345,76.8,B+,3.3,3.19,3.13,2026-05-26
42346,42346,95.58,A,4.0,4.0,4.0,2026-05-26
42347,42347,95.6,A,4.0,4.0,4.0,2026-05-26
42348,42348,81.23,A-,3.7,3.9,3.9,2026-05-26
42349,42349,96.17,A,4.0,3.93,3.93,2026-05-26
42350,42350,70.93,B,3.0,3.74,3.74,2026-05-26
42351,42351,80.43,A-,3.7,3.73,3.73,2026-05-26
42352,42352,78.79,B+,3.3,3.67,3.67,2026-05-26
42353,42353,98.18,A,4.0,4.0,3.71,2026-05-26
42354,42354,73.31,B,3.0,3.43,3.61,2026-05-26
42355,42355,77.17,B+,3.3,3.4,3.59,2026-05-26
42356,42356,28.01,E,0.0,2.55,3.26,2026-05-26
42357,42357,86.56,A,4.0,2.84,3.32,2026-05-26
42358,42358,70.12,B,3.0,2.87,3.3,2026-05-26
42359,42359,60.13,C+,2.3,2.79,3.23,2026-05-26
42360,42360,77.76,B+,3.3,3.3,3.23,2026-05-26
42361,42361,67.46,B-,2.7,3.0,3.2,2026-05-26
42362,42362,75.01,B+,3.3,3.1,3.21,2026-05-26
42363,42363,77.94,B+,3.3,3.15,3.21,2026-05-26
42364,42364,65.52,B-,2.7,3.06,3.18,2026-05-26
42365,42365,68.24,B-,2.7,3.0,3.16,2026-05-26
42366,42366,83.72,A-,3.7,3.7,3.19,2026-05-26
42367,42367,81.39,A-,3.7,3.7,3.21,2026-05-26
42368,42368,72.36,B,3.0,3.42,3.2,2026-05-26
42369,42369,82.57,A-,3.7,3.48,3.22,2026-05-26
42370,42370,76.12,B+,3.3,3.45,3.22,2026-05-26
42371,42371,67.01,B-,2.7,3.33,3.2,2026-05-26
42372,42372,76.2,B+,3.3,3.33,3.2,2026-05-26
42373,42373,71.88,B,3.0,3.0,3.2,2026-05-26
42374,42374,70.07,B,3.0,3.0,3.19,2026-05-26
42375,42375,78.76,B+,3.3,3.1,3.19,2026-05-26
42376,42376,76.45,B+,3.3,3.15,3.2,2026-05-26
42377,42377,99.95,A,4.0,3.32,3.22,2026-05-26
42378,42378,75.75,B+,3.3,3.3,3.22,2026-05-26
42379,42379,98.25,A,4.0,3.65,3.25,2026-05-26
42380,42380,94.69,A,4.0,3.77,3.27,2026-05-26
42381,42381,65.55,B-,2.7,3.5,3.25,2026-05-26
42382,42382,90.01,A,4.0,3.57,3.27,2026-05-26
42383,42383,75.69,B+,3.3,3.3,3.27,2026-05-26
42384,42384,70.59,B,3.0,3.15,3.26,2026-05-26
42385,42385,95.71,A,4.0,3.43,3.28,2026-05-26
42386,42386,85.05,A,4.0,3.57,3.3,2026-05-26
42387,42387,63.47,C+,2.3,3.32,3.27,2026-05-26
42388,42388,70.36,B,3.0,3.28,3.27,2026-05-26
42389,42389,88.01,A,4.0,4.0,3.29,2026-05-26
42390,42390,78.61,B+,3.3,3.65,3.29,2026-05-26
42391,42391,76.03,B+,3.3,3.53,3.29,2026-05-26
42392,42392,73.74,B,3.0,3.4,3.28,2026-05-26
42393,42393,83.98,A-,3.7,3.46,3.29,2026-05-26
42394,42394,80.81,A-,3.7,3.7,3.3,2026-05-26
42395,42395,66.54,B-,2.7,3.13,3.28,2026-05-26
42396,42396,94.69,A,4.0,3.32,3.29,2026-05-26
42397,42397,99.54,A,4.0,3.49,3.3,2026-05-26
42398,42398,88.05,A,4.0,3.59,3.32,2026-05-26
42399,42399,70.89,B,3.0,3.49,3.31,2026-05-26
42400,42400,47.61,D,1.0,3.25,3.28,2026-05-26
42401,42401,71.07,B,3.0,3.0,3.0,2026-05-26
42402,42402,62.03,C+,2.3,2.65,2.65,2026-05-26
42403,42403,87.74,A,4.0,3.1,3.1,2026-05-26
42404,42404,72.91,B,3.0,3.08,3.08,2026-05-26
42405,42405,72.47,B,3.0,3.07,3.07,2026-05-26
42406,42406,55.02,C,2.0,2.87,2.87,2026-05-26
42407,42407,66.33,B-,2.7,2.7,2.84,2026-05-26
42408,42408,32.39,E,0.0,1.35,2.45,2026-05-26
42409,42409,56.49,C,2.0,1.57,2.4,2026-05-26
42410,42410,76.98,B+,3.3,2.0,2.5,2026-05-26
42411,42411,75.63,B+,3.3,2.26,2.57,2026-05-26
42412,42412,43.67,E,0.0,1.88,2.35,2026-05-26
42413,42413,51.52,D,1.0,1.76,2.24,2026-05-26
42414,42414,60.82,C+,2.3,2.3,2.24,2026-05-26
42415,42415,82.41,A-,3.7,3.0,2.34,2026-05-26
42416,42416,67.85,B-,2.7,2.9,2.37,2026-05-26
42417,42417,75.92,B+,3.3,3.02,2.44,2026-05-26
42418,42418,66.27,B-,2.7,2.96,2.46,2026-05-26
42419,42419,62.47,C+,2.3,2.3,2.45,2026-05-26
42420,42420,72.37,B,3.0,2.53,2.46,2026-05-26
42421,42421,57.67,C,2.0,2.36,2.44,2026-05-26
42422,42422,67.04,B-,2.7,2.44,2.45,2026-05-26
42423,42423,81.5,A-,3.7,2.69,2.51,2026-05-26
42424,42424,61.06,C+,2.3,2.3,2.5,2026-05-26
42425,42425,73.04,B,3.0,2.6,2.52,2026-05-26
42426,42426,56.49,C,2.0,2.42,2.5,2026-05-26
42427,42427,78.84,B+,3.3,2.62,2.53,2026-05-26
42428,42428,57.96,C,2.0,2.51,2.51,2026-05-26
42429,42429,66.48,B-,2.7,2.54,2.51,2026-05-26
42430,42430,73.4,B,3.0,3.0,2.53,2026-05-26
42431,42431,76.24,B+,3.3,3.15,2.56,2026-05-26
42432,42432,62.82,C+,2.3,2.87,2.55,2026-05-26
42433,42433,71.27,B,3.0,2.9,2.56,2026-05-26
42434,42434,73.34,B,3.0,2.91,2.57,2026-05-26
42435,42435,81.32,A-,3.7,3.05,2.6,2026-05-26
42436,42436,56.37,C,2.0,2.0,2.59,2026-05-26
42437,42437,58.94,C,2.0,2.0,2.57,2026-05-26
42438,42438,78.66,B+,3.3,2.43,2.59,2026-05-26
42439,42439,97.12,A,4.0,2.82,2.63,2026-05-26
42440,42440,75.6,B+,3.3,2.92,2.64,2026-05-26
42441,42441,72.95,B,3.0,3.0,2.65,2026-05-26
42442,42442,75.17,B+,3.3,3.17,2.67,2026-05-26
42443,42443,61.06,C+,2.3,2.98,2.67,2026-05-26
42444,42444,80.25,A-,3.7,3.16,2.69,2026-05-26
42445,42445,71.55,B,3.0,3.13,2.7,2026-05-26
42446,42446,65.7,B-,2.7,3.06,2.7,2026-05-26
42447,42447,72.56,B,3.0,3.05,2.7,2026-05-26
42448,42448,71.17,B,3.0,3.0,2.71,2026-05-26
42449,42449,62.36,C+,2.3,2.65,2.7,2026-05-26
42450,42450,67.59,B-,2.7,2.66,2.7,2026-05-26
42451,42451,52.91,D,1.0,2.21,2.67,2026-05-26
42452,42452,71.32,B,3.0,2.38,2.67,2026-05-26
42453,42453,56.66,C,2.0,2.31,2.66,2026-05-26
42454,42454,94.23,A,4.0,4.0,4.0,2026-05-26
42455,42455,91.28,A,4.0,4.0,4.0,2026-05-26
42456,42456,77.4,B+,3.3,3.79,3.79,2026-05-26
42457,42457,78.27,B+,3.3,3.68,3.68,2026-05-26
42458,42458,49.84,D,1.0,3.17,3.17,2026-05-26
42459,42459,67.88,B-,2.7,2.7,3.1,2026-05-26
42460,42460,48.47,D,1.0,1.85,2.81,2026-05-26
42461,42461,68.21,B-,2.7,2.19,2.8,2026-05-26
42462,42462,80.92,A-,3.7,2.54,2.89,2026-05-26
42463,42463,98.74,A,4.0,2.81,2.99,2026-05-26
42464,42464,56.42,C,2.0,2.68,2.91,2026-05-26
42465,42465,46.86,D,1.0,2.45,2.76,2026-05-26
42466,42466,76.16,B+,3.3,3.3,2.8,2026-05-26
42467,42467,57.34,C,2.0,2.65,2.74,2026-05-26
42468,42468,71.14,B,3.0,2.77,2.76,2026-05-26
42469,42469,61.53,C+,2.3,2.65,2.73,2026-05-26
42470,42470,55.73,C,2.0,2.52,2.69,2026-05-26
42471,42471,99.85,A,4.0,2.77,2.76,2026-05-26
42472,42472,45.94,D,1.0,1.0,2.67,2026-05-26
42473,42473,94.79,A,4.0,2.5,2.74,2026-05-26
42474,42474,77.75,B+,3.3,2.77,2.76,2026-05-26
42475,42475,61.47,C+,2.3,2.65,2.74,2026-05-26
42476,42476,80.26,A-,3.7,2.86,2.78,2026-05-26
42477,42477,90.23,A,4.0,3.05,2.83,2026-05-26
42478,42478,72.93,B,3.0,3.0,3.0,2026-05-26
42479,42479,62.35,C+,2.3,2.65,2.65,2026-05-26
42480,42480,71.93,B,3.0,2.77,2.77,2026-05-26
42481,42481,82.42,A-,3.7,3.0,3.0,2026-05-26
42482,42482,77.96,B+,3.3,3.06,3.06,2026-05-26
42483,42483,57.87,C,2.0,2.88,2.88,2026-05-26
42484,42484,47.65,D,1.0,2.41,2.41,2026-05-26
42485,42485,80.92,A-,3.7,3.7,2.51,2026-05-26
42486,42486,53.09,D,1.0,1.9,2.31,2026-05-26
42487,42487,60.02,C+,2.3,2.03,2.31,2026-05-26
42488,42488,71.39,B,3.0,2.27,2.37,2026-05-26
42489,42489,67.45,B-,2.7,2.36,2.39,2026-05-26
42490,42490,83.5,A-,3.7,2.58,2.49,2026-05-26
42491,42491,81.24,A-,3.7,3.7,2.57,2026-05-26
42492,42492,67.94,B-,2.7,3.2,2.57,2026-05-26
42493,42493,62.9,C+,2.3,2.98,2.56,2026-05-26
42494,42494,62.49,C+,2.3,2.79,2.55,2026-05-26
42495,42495,67.94,B-,2.7,2.77,2.56,2026-05-26
42496,42496,78.67,B+,3.3,3.3,2.61,2026-05-26
42497,42497,77.08,B+,3.3,3.3,2.64,2026-05-26
42498,42498,75.69,B+,3.3,3.3,2.67,2026-05-26
42499,42499,66.46,B-,2.7,3.16,2.67,2026-05-26
42500,42500,58.74,C,2.0,2.94,2.64,2026-05-26
42501,42501,53.92,D,1.0,1.0,1.0,2026-05-26
42502,42502,66.0,B-,2.7,1.68,1.68,2026-05-26
42503,42503,52.96,D,1.0,1.43,1.43,2026-05-26
42504,42504,83.95,A-,3.7,2.05,2.05,2026-05-26
42505,42505,60.68,C+,2.3,2.1,2.1,2026-05-26
42506,42506,66.43,B-,2.7,2.18,2.17,2026-05-26
42507,42507,82.15,A-,3.7,3.7,2.42,2026-05-26
42508,42508,94.93,A,4.0,3.82,2.57,2026-05-26
42509,42509,73.43,B,3.0,3.51,2.62,2026-05-26
42510,42510,73.64,B,3.0,3.37,2.66,2026-05-26
42511,42511,78.84,B+,3.3,3.36,2.73,2026-05-26
42512,42512,85.39,A,4.0,4.0,2.84,2026-05-26
42513,42513,82.96,A-,3.7,3.88,2.89,2026-05-26
42514,42514,73.04,B,3.0,3.4,2.91,2026-05-26
42515,42515,83.43,A-,3.7,3.45,2.94,2026-05-26
42516,42516,72.33,B,3.0,3.36,2.95,2026-05-26
42517,42517,73.71,B,3.0,3.31,2.95,2026-05-26
42518,42518,96.18,A,4.0,4.0,3.01,2026-05-26
42519,42519,70.52,B,3.0,3.5,3.01,2026-05-26
42520,42520,73.76,B,3.0,3.33,3.01,2026-05-26
42521,42521,60.6,C+,2.3,3.15,2.99,2026-05-26
42522,42522,83.91,A-,3.7,3.26,3.02,2026-05-26
42523,42523,61.23,C+,2.3,3.14,3.0,2026-05-26
42524,42524,55.27,C,2.0,2.0,2.95,2026-05-26
42525,42525,78.42,B+,3.3,2.65,2.97,2026-05-26
42526,42526,62.55,C+,2.3,2.47,2.92,2026-05-26
42527,42527,60.26,C+,2.3,2.44,2.89,2026-05-26
42528,42528,39.69,E,0.0,2.15,2.82,2026-05-26
42529,42529,60.4,C+,2.3,2.17,2.81,2026-05-26
42530,42530,97.56,A,4.0,4.0,2.85,2026-05-26
42531,42531,61.35,C+,2.3,3.15,2.83,2026-05-26
42532,42532,48.76,D,1.0,2.61,2.79,2026-05-26
42533,42533,75.5,B+,3.3,2.75,2.8,2026-05-26
42534,42534,66.46,B-,2.7,2.73,2.8,2026-05-26
42535,42535,76.25,B+,3.3,2.82,2.81,2026-05-26
42536,42536,53.78,D,1.0,1.0,2.76,2026-05-26
42537,42537,82.09,A-,3.7,2.08,2.78,2026-05-26
42538,42538,58.24,C,2.0,2.04,2.74,2026-05-26
42539,42539,68.16,B-,2.7,2.18,2.74,2026-05-26
42540,42540,68.65,B-,2.7,2.27,2.74,2026-05-26
42541,42541,63.4,C+,2.3,2.3,2.73,2026-05-26
42542,42542,98.46,A,4.0,3.15,2.76,2026-05-26
42543,42543,26.66,E,0.0,2.1,2.69,2026-05-26
42544,42544,82.08,A-,3.7,2.5,2.71,2026-05-26
42545,42545,73.11,B,3.0,2.6,2.72,2026-05-26
42546,42546,82.78,A-,3.7,3.7,2.76,2026-05-26
42547,42547,75.04,B+,3.3,3.57,2.77,2026-05-26
42548,42548,71.8,B,3.0,3.46,2.78,2026-05-26
42549,42549,77.81,B+,3.3,3.43,2.79,2026-05-26
42550,42550,50.16,D,1.0,3.12,2.76,2026-05-26
42551,42551,2.26,E,0.0,0.0,0.0,2026-05-26
42552,42552,95.25,A,4.0,2.0,2.0,2026-05-26
42553,42553,67.41,B-,2.7,2.35,2.35,2026-05-26
42554,42554,76.17,B+,3.3,2.54,2.54,2026-05-26
42555,42555,75.44,B+,3.3,2.67,2.67,2026-05-26
42556,42556,94.89,A,4.0,4.0,2.86,2026-05-26
42557,42557,56.34,C,2.0,2.67,2.67,2026-05-26
42558,42558,75.01,B+,3.3,2.86,2.75,2026-05-26
42559,42559,92.55,A,4.0,3.08,2.86,2026-05-26
42560,42560,87.38,A,4.0,3.22,2.95,2026-05-26
42561,42561,75.95,B+,3.3,3.23,2.97,2026-05-26
42562,42562,78.73,B+,3.3,3.24,2.99,2026-05-26
42563,42563,71.71,B,3.0,3.0,3.0,2026-05-26
42564,42564,65.38,B-,2.7,2.83,2.83,2026-05-26
42565,42565,99.14,A,4.0,3.18,3.18,2026-05-26
42566,42566,65.12,B-,2.7,3.07,3.07,2026-05-26
42567,42567,78.82,B+,3.3,3.1,3.1,2026-05-26
42568,42568,90.54,A,4.0,3.25,3.25,2026-05-26
42569,42569,82.91,A-,3.7,3.7,3.33,2026-05-26
42570,42570,58.98,C,2.0,2.97,3.17,2026-05-26
42571,42571,55.87,C,2.0,2.76,3.09,2026-05-26
42572,42572,68.22,B-,2.7,2.75,3.06,2026-05-26
42573,42573,55.84,C,2.0,2.59,2.96,2026-05-26
42574,42574,77.39,B+,3.3,2.71,2.99,2026-05-26
42575,42575,93.04,A,4.0,4.0,3.07,2026-05-26
42576,42576,81.31,A-,3.7,3.85,3.11,2026-05-26
42577,42577,58.52,C,2.0,3.23,3.04,2026-05-26
42578,42578,88.69,A,4.0,3.37,3.08,2026-05-26
42579,42579,76.92,B+,3.3,3.36,3.09,2026-05-26
42580,42580,83.49,A-,3.7,3.43,3.14,2026-05-26
42581,42581,62.52,C+,2.3,3.27,3.09,2026-05-26
42582,42582,76.19,B+,3.3,3.3,3.11,2026-05-26
42583,42583,62.9,C+,2.3,2.8,3.07,2026-05-26
42584,42584,60.35,C+,2.3,2.63,3.03,2026-05-26
42585,42585,66.49,B-,2.7,2.65,3.02,2026-05-26
42586,42586,87.78,A,4.0,2.99,3.07,2026-05-26
42587,42587,87.86,A,4.0,3.15,3.11,2026-05-26
42588,42588,77.82,B+,3.3,3.3,3.12,2026-05-26
42589,42589,77.24,B+,3.3,3.3,3.12,2026-05-26
42590,42590,77.86,B+,3.3,3.3,3.13,2026-05-26
42591,42591,73.18,B,3.0,3.22,3.12,2026-05-26
42592,42592,63.0,C+,2.3,3.02,3.09,2026-05-26
42593,42593,65.61,B-,2.7,2.96,3.08,2026-05-26
42594,42594,39.51,E,0.0,0.0,2.95,2026-05-26
42595,42595,67.37,B-,2.7,1.16,2.95,2026-05-26
42596,42596,66.54,B-,2.7,1.62,2.94,2026-05-26
